ID,ชื่อสินค้า,ศูนย์,link
IS-180,การหาความชื้นโดยการอบแห้ง (Loss on drying) ในสารเคมี และเคมีภัณฑ์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=11
IS-181,การหาปริมาณเถ้าทั้งหมด โดยวิธี Decomposition,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=11
IS-182,การหาปริมาณโลหะหนักต่างๆ ในสารเคมี และเคมีภัณฑ์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=11
IS-183,การหาค่าประสิทธิภาพการดูดซับในตัวอย่างสารดูดความชื้น,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=11
IS-184,บริการวิเคราะห์/ทดสอบ (Analysis/Testing) / วัสดุสัมผัสอาหาร,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-185,โลหะหนักในเนื้อพลาสติก,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-186,ตะกั่ว,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-187,แคดเมียม,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-188,แบเรียม,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-189,สารหนู,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-190,สารอินทรีย์ในเนื้อพลาสติก,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-191,เอทิลเบนซีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-192,โทลูอีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-193,ไอโซพรอพิลเบนซีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-194,นอร์มอลพรอพิลเบนซีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-195,สไตรีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-196,สารบีสฟีนอลเอ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-197,สารบีสฟีนอลเอทั้งหมด,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-198,ไดฟีนีลคาร์บอเนต,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-199,พทาเลต (Phathalates),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-200,แอซีทอลดีไฮด์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-201,แอมีนส์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-202,อะคริลาไมด์ (Acrylamide),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-203,Polyaromatic Hydrocarbon,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-204,ปริมาณสารที่ละลายออกมาทั้งหมด,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-205,ปริมาณสารที่ละลายออกมา,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-206,สารที่ทําปฏิกิริยากับโพแทสเซียมเพอร์แมงกาเนต,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-207,โลหะหนัก (เทียบเป็นตะกั่ว),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-208,พลวง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-209, เจอร์เมเนียม,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-210,สารบีสฟีนอลเอทั้งหมด,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-211,ฟีนอล,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-212,แอมีนส์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-213,"สารอินทรีย์ที่ระเหยได้ (toluene, elhylbenzene, isopropylbenzene,n-propylbenz and styrene)",ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-214,สารที่ละลายออกมาจากการสกัดด้วยนอร์มอลเฮกเซน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-215,สารที่ละลายออกมาจากการสกัดด้วยไซลีน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-216,Polyvinylidene Chloride,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-217,Caprolactam,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-218,Methacrylate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-219,Primary aromatic amines (PAAs),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-220,ความคงทนของสีที่ใช้พิมพ์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-221,สีผสมในพลาสติกที่ละลายออกมา,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=12
IS-222,บริการวิเคราะห์/ทดสอบ (Analysis/Testing) / เครื่องจักรกล/ปั้นจั่น,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-223,ปั้นจั่น,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-224,เครื่องจักรกล,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-225, รถฟอร์กลิฟต์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-226,รถกระเช้า,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-227,เครื่องจักรกลหนัก,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-228,เครื่องจักรกลเกษตร,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=13
IS-229,บริการวิจัยและที่ปรึกษา (Research and Consultancy) / ที่ปรึกษาจัดทำระบบคุณภาพห้องปฏิบัติการทดสอบและสอบเทียบ ตามมาตรฐาน ISO/IEC 17025,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-230,บริการที่ปรึกษาด้านวิชาการ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-231,การทดสอบด้านฟิสิกส์กายภาพ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-232,การทดสอบด้านเคมี,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-233,การทดสอบด้านชีวเคมีและจุลชีววิทยา,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-234,บริการที่ปรึกษาด้านวิชาการ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-235,การสอบเทียบด้านไฟฟ้าและอิเล็กทรอนิกส์,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-236,การสอบเทียบด้านแสงและเสียง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-237,การสอบเทียบด้านความดัน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-238,การสอบเทียบด้านแรงและแรงบิด,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-239,การสอบเทียบด้านปริมาตร,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-240,การสอบเทียบด้านมวลและเครื่องชั่ง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-241,การสอบเทียบด้านความยาวและมิติ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-242,การสอบเทียบด้านอุณหภูมิ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=39
IS-243,บริการตรวจสอบ (Inspection) / ผลิตภัณฑ์ตามมาตรฐานอุตสาหกรรม(มอก.),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-244,บริภัณฑ์ส่องสว่าง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-245,TIS4-1,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-246,TIS4-2,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-247,TIS23,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-248,TIS25,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-249,TIS183,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-250,TIS191,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-251,TIS236,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-252,TIS344,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-253,TIS673-1,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-254,TIS673-2,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-255,TIS819,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-256,TIS885,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-257,TIS902-2(1),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-258,TIS902-2(2),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-259,TIS902-2(3),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-260,TIS902-2(4),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-261,TIS902-2(5),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-262,TIS902-2(6),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-263,TIS902-2(7),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-264,TIS902-2(8),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-265,TIS902-2(9),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-266,TIS902-2(10),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-267,TIS902-2(11),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-268,TIS902-2(12),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-269,TIS956,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-270, TIS1102,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-271,TIS1506,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-272,TIS1713,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-273,TIS2213,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-274,TIS2233,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-275,TIS2234,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-276,TIS 2235,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-277,TIS2309,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-278,TIS2310,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-279,TIS2337,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-280,TIS2430,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-281,ไฟฟ้ากำลัง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-282,TIS10,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-283, TIS11-3,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-284,TIS11-4,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-285,TIS11-5,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-286,TIS11-101,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-287,TIS64,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-288,TIS85,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-289,TIS166,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-290,TIS293,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-291,TIS308,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-292,TIS384,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-293,TIS408,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-294,TIS454,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-295,TIS599,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-296,TIS706,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-297,TIS824,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-298,TIS838,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-299,TIS909,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-300,TIS 955-3,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-301,TIS955-4,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-302,TIS955-5,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-303,TIS955-6,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-304,TIS955-7,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-305,TIS955-8,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-306,TIS1030,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-307,TIS1234,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-308,TIS1291-1,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-309,TIS1291-2,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-310,TIS1291-3,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-311,TIS1292,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-312, TIS1293,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-313,TIS1436,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-314,TIS1843,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-315,TIS2143,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-316,TIS2144,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-317,TIS2162,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
IS-318,TIS2220,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=45
